Header,Bifidobacterium_adolescentis_ATCC_15703,Bifidobacterium_adolescentis_ATCC_15703,Bifidobacterium_bifidum_PRL2010,Bifidobacterium_bifidum_PRL2010,Bifidobacterium_longum_NCC2705,Bifidobacterium_longum_NCC2705,Collinsella_tanakaei_YIT_12063,Collinsella_tanakaei_YIT_12063,Alistipes_finegoldii_DSM_17242,Alistipes_finegoldii_DSM_17242,Alistipes_putredinis_DSM_17216,Alistipes_putredinis_DSM_17216,Alistipes_shahii_WAL_8301,Alistipes_shahii_WAL_8301,Bacteroides_caccae_ATCC_43185,Bacteroides_caccae_ATCC_43185,Bacteroides_coprocola_M16_DSM_17136,Bacteroides_coprocola_M16_DSM_17136,Bacteroides_eggerthii_DSM_20697,Bacteroides_eggerthii_DSM_20697,Bacteroides_fragilis_NCTC_9343,Bacteroides_fragilis_NCTC_9343,Bacteroides_intestinalis_341_DSM_17393,Bacteroides_intestinalis_341_DSM_17393,Bacteroides_stercoris_ATCC_43183,Bacteroides_stercoris_ATCC_43183,Bacteroides_thetaiotaomicron_VPI_5482,Bacteroides_thetaiotaomicron_VPI_5482,Bacteroides_uniformis_ATCC_8492,Bacteroides_uniformis_ATCC_8492,Parabacteroides_distasonis_ATCC_8503,Parabacteroides_distasonis_ATCC_8503,Parabacteroides_johnsonii_DSM_18315,Parabacteroides_johnsonii_DSM_18315,Prevotella_ruminicola_23,Prevotella_ruminicola_23,Acidaminococcus_fermentans_DSM_20731,Acidaminococcus_fermentans_DSM_20731,Blautia_wexlerae_DSM_19850,Blautia_wexlerae_DSM_19850,Clostridium_clostridioforme_CM201,Clostridium_clostridioforme_CM201,Coprococcus_catus_GD_7,Coprococcus_catus_GD_7,Dialister_invisus_DSM_15470,Dialister_invisus_DSM_15470,Dorea_longicatena_DSM_13814,Dorea_longicatena_DSM_13814,Enterococcus_faecium_TX1330,Enterococcus_faecium_TX1330,Eubacterium_rectale_M104_1,Eubacterium_rectale_M104_1,Faecalibacterium_prausnitzii_L2_6,Faecalibacterium_prausnitzii_L2_6,Lactobacillus_mucosae_LM1,Lactobacillus_mucosae_LM1,Lactobacillus_reuteri_SD2112_ATCC_55730,Lactobacillus_reuteri_SD2112_ATCC_55730,Megasphaera_elsdenii_DSM_20460,Megasphaera_elsdenii_DSM_20460,Phascolarctobacterium_succinatutens_YIT_12067,Phascolarctobacterium_succinatutens_YIT_12067,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Roseburia_intestinalis_L1_82,Roseburia_intestinalis_L1_82,Roseburia_inulinivorans_DSM_16841,Roseburia_inulinivorans_DSM_16841,Ruminococcus_bromii_L2_63,Ruminococcus_bromii_L2_63,Ruminococcus_callidus_ATCC_2776001,Ruminococcus_callidus_ATCC_2776001,Ruminococcus_torques_ATCC_27756,Ruminococcus_torques_ATCC_27756,Streptococcus_salivarius_JIM8777,Streptococcus_salivarius_JIM8777,Subdoligranulum_variabile_DSM_15176,Subdoligranulum_variabile_DSM_15176,Veillonella_atypica_ACS_049_V_Sch6,Veillonella_atypica_ACS_049_V_Sch6,Bilophila_wadsworthia_3_1_6,Bilophila_wadsworthia_3_1_6,Citrobacter_amalonaticus_Y19,Citrobacter_amalonaticus_Y19,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,Desulfovibrio_piger_ATCC_29098,Desulfovibrio_piger_ATCC_29098,Enterobacter_cloacae_EcWSU1,Enterobacter_cloacae_EcWSU1,Escherichia_coli_str_K_12_substr_MG1655,Escherichia_coli_str_K_12_substr_MG1655,Haemophilus_parainfluenzae_T3T1,Haemophilus_parainfluenzae_T3T1,Helicobacter_pylori_26695,Helicobacter_pylori_26695,Klebsiella_pneumoniae_pneumoniae_MGH78578,Klebsiella_pneumoniae_pneumoniae_MGH78578,Shigella_flexneri_2002017,Shigella_flexneri_2002017,Akkermansia_muciniphila_ATCC_BAA_835,Akkermansia_muciniphila_ATCC_BAA_835,Fusobacterium_varium_ATCC_27725,Fusobacterium_varium_ATCC_27725
47,TDSK,51,TDCOATA,51,S7PIr,51,UMPK,1,EAR14M16,51,THMabc,51,Cuabc,51,GF6PTA,51,,,OPHBDC,51,FE3abc,51,TTDCAt2pp,51,PSD180,51,GLYMET1c,50,IHDUDPMG,51,ADK10,51,AMPTASEGC,51,TECA1SAI17,51,PROt2rpp,51,RBFSa,51,FBA,51,THRS,51,UAG4E,51,THRD,51,GTHRD,51,XYLANtex,51,UAGAAT,51,U23GAAT,51,IPDPS,51,FE2abc,51,DAPDC,51,SUCCt2rpp,51,GLUTRR,51,GARFTi,51,HEMEtipp,51,3HAD120,51,G5SDr,25,sink_gthrd(c),51,TDPGDH,51,3OAR120,51,NP1_r,51,MALTtex,49,DHNAOT4,36,SHCHD2,51,PRAGS,50,2MBCOATA,51,DAPE,51,IPDDI,51,,,3OAR160,51,CHORS,51,CA2abc,51
48,SO4tex,51,SPMDtex,51,SO4t2pp,51,NNATr,1,ASN_Ltex,51,THDPS,51,DAPE,51,CYTK1,51,,,OPHHX3,51,G3PCT,51,TTDCAtex,51,TECA3S180,51,CORE4tex,50,IHPDCOATA,51,sink_PGPm1c,51,ALAPGPL,51,HEXTT,51,PRFGS,51,PRFGS,51,ESHCYS2_FPe,51,TDSK,51,UDPGDr,51,TDSK,51,HEMEtipp,51,XYLI1,51,UHGADA,51,UHGADA,51,IVCOATA,51,GLYt2r,51,Cuabc,51,SUCCtex,51,GLYC3Ptex,51,GLCTR1,51,HEPK1,51,S7PIr,51,DHAD2,24,sink_pheme(c),51,TDSK,51,3OAR180,51,NICRNS,51,GALU,49,ACLS_b,34,SHCHF,51,TALA,50,H2Otpp,51,CDPGLYCGPT,51,IVCOATA,51,,,AICART,51,CMPN,51,ASP1DC,51
49,MOAT3C,51,SPMDabcpp,51,SO4tex,51,SUCCt2r,1,EAR15M16,51,TECAUE,51,CA2abc,51,COBALTt5,51,,,THDPS,51,SO4t2,51,URAtex,51,TECA3SI17,51,CYTK1,50,IVCOATA,51,DPCOAti,51,ALAGLNabc,51,OHPHM,51,PREN,51,PRAIS,51,EDA_R,51,TDPGDH,51,VALTA,51,TDPGDH,51,HEPK1,51,XYLK,51,USHD,51,PSCVT,51,Kt1r,51,GUAPRT,51,CYTK1,51,SUCOAS,51,HEPT4,51,GLCTR2,51,HEPK2,51,RHAT1,51,ILETA,24,sink_q8(c),51,TMDS,51,3OAR40,51,G6PDA,51,OCBT,49,DHAD1,34,SHK3Dr,51,NNATr,50,HEMEtipp,51,ALAPGPL,51,PMEVKc,51,,,AMPMS2,51,CO2t,51,G3PCT,51
50,SO4t2pp,51,SO4tex,51,TDPDRE,51,,,ADSL1r,51,TECAAE,51,FE2abc,51,CO2t,51,,,SDPDS,51,METAT,50,UTPATPT,51,TECA4S,51,PYK,50,Kt1r,51,FBA,51,ALAGLN1c,51,HEMEti,51,PRASCSi,51,PRAGS,51,NNATr,50,TDPDRE,51,ZNabc,51,TDPDRRr,51,HEPT1,51,ZN2tex,51,ZN2tex,51,USHD,51,MALCOAPYRCT,51,HMGCOAS,51,G3PCT,51,TALA,51,GLYC3Ptpp,51,GLCTR3,51,HEPT1,51,PNP,51,ACHBPL,24,sink_sheme(c),51,U23GAAT,51,3OAR80,51,GLYC3Ptpp,51,PGM,48,OHPHM,33,SHKK,51,PMPK,50,HEPARL1_epp,51,DTMPt,51,PRAMPC,51,,,AMPTASECG,51,ALAHIS1c,51,ARGSL,51
51,S7PIr,51,SO4t2pp,51,TDPDRRr,51,,,EAR4M6,51,PPTT,51,GLYC3Pabc,51,CDPGLYCGPT,51,,,SDPTA,51,RNTR1,50,r0871pp,51,TECA5S180,51,GLYASP1c,50,MALCOAPYRCT,51,FE2abc,51,ADK3,51,FOLt,51,PRAIS,51,PPPGO3,51,H2Ot,50,STYSabcpp,51,r2137,51,SUCOAS,51,IPMDr,51,ZNabcpp,51,ZNabcpp,51,VAL_Ltex,51,MCOATA,51,GUAt2,51,CDPGLYCGPT,51,TDCOATA,51,GLYCL,51,GLUPRT,51,HEPT2,51,GMHEPAT,51,ACLS_a,23,biomass328,51,UAGAAT,51,AHCYSNS_r,51,G5SADs,51,TRPt2rpp,48,OPHBDC,33,STYSGH,51,IMPC,50,HEX10,51,DMPPS,51,r0127,51,,,ATPPRT,51,ALAHISabc,51,ANPRT,51
52,RHAT1,51,SHEMEtex,51,TDPGDH,51,,,Coabcpp,51,TECA4S,51,LYSabc,51,CA2abc,51,,,SO4t2,51,ASPTA,50,r1667pp,51,TECA5SAI17,51,DM_kdo2lipid4L(c),50,METALA1c,51,FE3abc,51,FE2abc,51,DXPRIi,51,PRAGS,51,PMDPHT,51,RPI,48,PGK,51,sink_PGPm1c,51,PDX5PO2,51,HEPT2,51,r2137pp,51,r2137pp,51,VALt2rpp,51,PGSAAI17,51,ALAPGPL,51,CA2abc,51,TDPDRE,51,GMHEPAT,51,GMHEPAT,51,HEPT3,51,SDPDS,51,FTHFL,17,U23GAAT,51,UHGADA,51,EAR100x,51,AOXSr2,51,TRP_Ltex,48,HETT,33,STYSabcpp,51,DM_kdo2lipid4L(c),50,HEXTT,51,ARGSS,51,TECAGE,51,,,CGLYt3_2_pp,51,Cuabc,51,ALATHRabc,51
53,RBFSb,51,SHEMEabcpp,51,TDSK,51,,,EAR5M6,51,SPMS,51,LDH_L,51,ALATA_L,51,,,SPMS,51,NAPRT,50,biomass400,51,TECA5SI17,51,GLYASN1c,50,PGSAI17,51,ACODAr,51,CDPGLYCGPT,51,DMQMT,51,PNTOabcpp,51,PLPS,51,UMPK,46,STYSGH,51,TECAAE,51,SO4t2pp,51,HEPT3,51,biomass536,51,biomass536,51,ZN2tex,51,PGSAI17,51,GLNS,50,ALAPGPL,51,TDPDRRr,51,GMHEPK,51,GMHEPK,51,HEPT4,51,GLCTR3,51,PANTS,16,THRt2rpp,51,USHD,51,4HTHDS,51,CYS_Ltex,51,DHORTS,45,HBZOPT,33,STYStex,51,SO4t2pp,50,PGMT,51,ASNS1,51,TECA2SAI17,51,,,CGLYtex,51,DDPA,51,ALATHR1c,51
54,RBFSa,51,S7PIr,51,THRD_L,51,,,EAR6M8,51,SO4t2,51,Kt1r,51,ALAPGPL,51,,,SUCOAS,51,ADK3,50,Q8tex,51,TECAAE,51,GLCNACASE_OGLYCAN5epp,50,PPCKr,51,G3PCT,51,FORt,51,Cuabc,51,PLPS,51,PGMT,51,UTPATPT,45,SO4tex,51,TECA5SAI17,51,SHSL4,51,HEPT4,51,TDSK,51,TDPDRE,51,ZNabcpp,51,PLPS,51,GHMT2r,50,ALAGLNabc,51,PYK,51,GMHEPPA,51,MOAT,51,HETT,51,3OAS80,51,MOHMT,16,NAt3_1pp,51,XYLI1,51,4HTHDR,51,CYSTS,51,ASPCT,45,HEXTT,33,SUCR,51,GMPS2,50,PGPPAI17,51,Cuabc,51,TECA2SI17,51,,,CO2tpp,51,DHQS,51,ALAPGPL,51
55,PPItex,51,RHAT1,51,U23GAAT,51,,,EAR7M8,51,SHKK,51,HSST,51,G5SDr,51,,,TECA4S,51,ALAPGPL,50,Q8abcpp,51,TECAGE,51,3MOBS,49,PPTT,51,biomass525,51,G3PD1,51,COBALTt5,51,PIt6bpp,51,r2137pp,51,DHAD1,34,SO4t2pp,51,SO4t2,51,S7PIr,51,HISD,51,TDPGDH,51,SO4tex,51,r2137pp,51,PPCKr,51,UAG2E,50,ADK5,51,PUNP4,51,GTHS,51,MTHFC,51,HEXTT,51,COBALTt5pp,51,DPRr,16,PROt4rpp,51,XYLK,51,3OAS80,51,CYSTGL,51,OROTPT,45,DHQS,32,PGPP180,51,PYDXNK,50,EAR8M10x,51,AGPR,51,TECA3S180,51,,,DHPPDA,51,GALK,51,ADK5,51
56,PPIt2epp,51,RBFSb,51,RNTR2,51,,,EAR8M10,51,SHK3Dr,51,FE3abc,51,G5SADs,51,,,TECAAE,51,GLU5K,50,PYDX5Ptex,51,TECAUE,51,PRASCSi,49,TECA2SI17,51,ACGS,51,G3PCT,51,CHRPL,51,PHEt2rpp,51,NDPK3,51,VALTA,34,S7PIr,51,TECA1SI17,51,RHAT1,51,HISTP,51,TDPDRRr,51,SO4t2pp,51,biomass525,51,TECA2S180,51,PPA,50,ADK3,51,PUNP2,51,GTPCI,51,EAR60x,51,HSST,51,COBALT2tex,51,ASP1DC,16,NICRNS,51,XYL_Dtex,51,3OAS60,51,ENO,51,OMPDC,45,PSCVT,32,THDPS,51,TPI,50,SPMDtex,51,ASPO7,51,TECA3SAI17,51,,,DM_4HBA,51,DHQTi,51,CDPGLYCGPT,51
57,PNTOt4pp,51,RBFSa,51,UAGAAT,51,,,CBPS,51,SHEMEabc,51,HEX10,51,GLU5K,51,,,TECAGE,51,G5SADs,50,PNTOt4pp,51,THMabc,51,PERD,49,TECA3SAI17,51,GALK,51,HYXNt,51,HBZOPT,51,PHE_Ltex,51,MOAT3C,51,ACLS_b,34,RHCCE,51,SPMDabc,51,RBFSb,51,HSERTA,51,PYDXNtex,51,PRFGS,51,TDPDRRr,51,TECA2SAI17,51,GND,49,ADK10,51,OOR2r,51,HBZOPT,51,TDPGDH,51,ICHORS,51,CLtex,51,TYRTA,16,PANTS,51,ZN2tex,51,3OAS100,51,CHORM,51,VAL_Ltex,44,DDPA,32,TMDS,51,FT,50,QULNS,51,ATPPRT,51,TECA3SI17,51,,,EAR160x,51,DPCOAti,51,ACOTA,51
58,PNTO_Rtex,51,Q8tex,51,UHGADA,51,,,EAR9M10,51,SDPTA,51,GAMt2r,51,GLYMET1c,51,,,TECAUE,51,ALATHR1c,50,PGPPI17,51,TKT1,51,FE3abcpp,49,TECA3SI17,51,ALAPGPL,51,HEX1,51,CDPGLYCGPT,51,OPHHX3,51,MOAT,51,OMCDC,33,RHAT1,51,SUCCt2r,51,RBFSa,51,HSK,51,NP1_r,51,PMDPHT,51,TDPDRE,51,TECA2SI17,51,UACMAMAT,49,FE3abc,51,NTD5,51,HEPK1,51,RBFSa,51,ORNtex,51,CHORM,51,NACt2r,11,PFL,51,ZNabcpp,51,ADCS,51,CBPS,51,UMPK,43,CHORS,32,TMPK,51,GLUPRT,50,RNTR1,51,CA2abc,51,TECA4S,51,,,FT,51,G3PCT,51,ACODAr,51
59,PMDPHT,51,HEPK2,51,USHD,51,,,ATPS4pp,51,SDPDS,51,GALT,51,MLTG1,51,,,UACMAMAT,51,PRAI,50,PGSA180,51,TKT2,51,MANtex,49,TECA4S,51,ADSL1r,50,GLYASN1c,51,CAt4i,51,OPHBDC,51,MNt2pp,51,3MOBS,32,PYDXtrpp,51,SUDPDGT,51,PYDXNtrpp,51,HSTPTr,51,PDX5PO2,51,PRAGS,51,SO4tex,51,TECA3S180,51,ENO,47,DHAD2,51,NTD6,51,HEPK2,51,RBFSb,51,PGPPAI17,51,CDOSKT,51,NAPRT,11,PIt7irpp,51,r2137pp,51,ADCL,51,BTS4,51,ILE_Ltex,40,SHK3Dr,32,TRDRr,51,SPMDtex,50,RNTR2,51,Coabc,51,TECA5S180,51,,,ASP4DC,51,FE2abc,51,ACLS_b,51
60,PBUTT,51,biomass406,51,ZN2tex,51,,,FBP,51,RNTR4,51,G6PDA,51,MEVK1c,51,,,ORNDC,51,ENO,34,PGSAAI17,51,TRPabc,51,ADSL1r,48,TECA5S180,51,HXPRT,50,GLYASNabc,51,C180SN,51,OOR2r,51,MN2tex,51,LEUTA,32,PYDXtex,51,SUDPMGT,51,PYDXNtex,51,Htex,51,PGK,51,PRAIS,51,SO4t2pp,51,TECA3SAI17,51,PGM,46,ILETA,51,NTD9,51,HEPT1,51,RHAT1,51,GGTA,51,CAt4ipp,51,PHETA1,2,PItex,51,biomass536,51,3HAD80,51,ATPPRT,51,ARG_Ltex,31,SHKK,32,UPP3MT3,51,HISTP,50,RNTR3,51,CYTK1,51,TECA5SAI17,51,,,GLUPRT,51,DAPE,51,ACLS_a,51
61,O2tpp,51,HEMEtipp,51,ZNabcpp,51,,,FE2DH,51,RNTR2,51,G3PCT,51,MALTHXabc,51,,,UAG2E,51,DHAD1,34,PGSAI17,51,UACMAMAT,51,TKT2,48,TECA5SAI17,51,PYDXK,50,GLYCYSabc,51,ALAPGPL,51,FOLR3,51,FCLTc,51,IPPMIa,32,PSP_L,51,TECA1S180,51,PYDXNK,51,IG3PS,51,PItex,51,PRAMPC,51,PYDXtex,51,TECA3SI17,51,HEX7,43,GLYC3Pabc,51,NTPP7,51,HEPT2,51,RZ5PP,51,TMDS,51,CA2tex,51,PPNDH,2,PRO_Ltex,51,SO4t2pp,51,CHRPL,51,ASP1DC,51,TMDS,20,DHQTi,32,UPP3S,51,GALT,50,RZ5PP,51,CBPS,51,TECA5SI17,51,,,GAMtex,51,ASPKi,48,ACHBPL,51
62,O2tex,51,CLtex,51,r2137pp,51,,,G3PD1,51,RNTR1,51,UDPGDr,50,LYSt2r,51,,,UAG4E,51,ACLS_b,33,PHEMEtex,51,UAG2E,51,FE3tex,46,TECA5SI17,51,POR4,50,PFL,50,AIHDUPDG,51,GTHOXti3pp,51,G1SAT,51,IPPMIb,32,PSERT,51,TECA1SAI17,51,PROt4rpp,51,IGPDH,51,PMDPHT,51,PRASCSi,51,PYDXtrpp,51,TECA5S180,51,GAPD,38,GLYLEUPEPT1tc,51,NZP_NR,51,HEPT3,51,S7PIr,51,SO4tex,51,A5PISO,51,CHORM,1,RHAT1,51,SHSL2,51,E4PD,51,ANPRT,51,PItex,17,METAT,28,UPPDC1,51,GLYK,50,SEPHCHS,51,AICART,51,TECAAE,51,,,G3PD1,51,ASAD,48,ACGS,51
63,GALU,51,EDTXS1,51,sink_s,51,,,MG2abcpp,50,RHCCE,51,ACODAr,50,IPDDI,51,,,UDPG4E,51,TPI,33,PNTO_Rtex,51,UAG4E,51,HSERTA,45,TECAAE,51,P5CRyr,50,GMPS2,45,AIHDUDPMG,51,EAR80x,51,EDTXS1,51,IPMDr,31,PRMICI,51,TECA2S180,51,PRO_Ltex,51,IHPDCOATA,51,PYDXNK,51,PRATPP,51,RHAT1,51,TECA5SAI17,51,PGK,37,GLYTYRabc,51,NZPtex,51,OPHHX3,51,SO4t2pp,51,SPMDabcpp,51,3OAS60,51,,,THR_Ltex,51,SHKK,51,DPR,51,Coabcpp,51,FE3tex,15,NAPRT,27,biomass386,51,THRD,50,SGAT,51,ESHCYS2_FPe,51,TECAUE,51,,,GLYCLTt2rpp,51,OROTPT,47,ACGK,51
64,GLYASNabcpp,51,EAR8M10x,51,biomass536,51,,,FBA,50,PSCVT,51,FRD7,50,GLYASN1c,51,,,UPP3S,51,VALTA,33,PPA,51,UDPGDr,51,NACt2rpp,41,TECAGE,51,ACGAMT,50,ENO,44,ADOCBIK,51,3OAR80,51,Cuabcpp,51,METALAabc,27,PRATPP,51,TECA5S180,51,PRAI,51,ILETA,51,PYDXNtrpp,51,PRMICI,51,RIBFLVt2rpp,51,TECA5SI17,51,ASPKi,37,GLYCYSabc,51,THYMDtr2pp,51,ORNDC,51,SO4tex,51,SPMDtex,51,Cuabcpp,51,,,RIBFLVt2rpp,51,PSP_L,51,DM_dhptd(c),51,AMYLOPECTepp,51,ALAR,10,ASPKi,24,SDPDS,51,AMPMS2,50,SHCHCS3,51,FBA,51,PRATPP,51,,,GLCabcpp,51,OMPDC,47,ACGAMT,51
65,CDOSKT,51,EAR7M8x,51,RNTR3,51,,,MET_Ltex,50,PRAI,51,PGK,48,GLYMETabc,51,,,UPPDC1,51,PGM,32,PTAr,51,ZNabc,51,MK8tpp,39,TECAUE,51,FUM,50,PGM,44,ACODAr,51,3OAS100,51,AHMMPS,51,METALA1c,27,PRAMPC,51,TECA2SAI17,51,PMDPHT,51,IMPC,51,TDPDRE,51,SHSL4,51,RIBFLVtex,51,THMDt2r,51,ASAD,37,GLYTYR1c,51,PRAI,51,ORNtex,51,SUCRtex,51,SUCBZL,51,3OAS140,51,,,RIBFLVtex,51,PMDPHT,51,3HAD140,51,AMYLOPECT900tex,51,DAPDC,9,ASAD,24,RZ5PP,51,GAPD,50,SHCHD2,51,ACGS,51,TEICH45,51,,,GALUi,51,ENO,43,CBPS,51
66,ALCD4,51,GMHEPPA,51,RNTR1,51,,,ALAGLNtex,50,GGTT,51,PGM,35,HMGCOAS,51,,,r2137,51,GAPD,31,PSD180,51,r2137,51,NACtex,38,TEICH45,51,G5SADs,50,HXPRT,43,ACGS,51,AHC,51,ARABI,51,GLYC3Pabc,26,PItex,51,TECA2SI17,51,PItex,51,PGPP180,51,RBFSa,51,RBFSa,51,RNDR1,51,THMabc,51,NAPRT,36,Kt1r,51,THYMDtex,51,TMPK,51,SUCptspp,51,SUCBZS,51,3OAS120,51,,,S7PIr,51,PRAI,51,3HAD180,51,AMAOTr,51,DAPE,7,23DHMPO,23,RHCCE,51,TKT1,49,SHCHF,51,ADSS,51,THMDt2r,51,,,GAMt2rpp,51,PGK,43,UAG2E,51
67,3OAS100,51,EAR15M16x,51,PANTS,51,,,PGM,49,GLUTRR,51,GAPD,35,GLYLEUPEPT1tc,51,,,sink_PGPm1c,51,MLTG1,29,PSDAI17,51,biomass156,51,TPI,38,THMt3,51,G5SDr,50,PGMT,40,FE2DH,51,DAPabcpp,51,AGMHE,51,ACLS_a,25,GMHEPPA,51,TECA3S180,51,GMHEPPA,51,PGPPI17,51,RBFSb,51,RBFSb,51,RNDR2,51,THRD_L,51,METAT,35,GHMT2r,51,PItex,51,SO4tex,51,TDPDRE,51,TDCOATA,51,3OAS100,51,,,SO4t2pp,51,PRAMPC,51,DAPE,51,AHCYSNS_r,51,GF6PTA,6,2AHBUTI,23,RAFGH,51,PRMICI,49,SPMDabcpp,51,ADSL2r,51,THMabc,51,,,GLYCLTtex,51,PGM,43,CYTK1,51
68,CA2tex,51,EAR12M14x,51,PRAIS,51,,,NH4tex,49,G5SDr,51,ENO,35,GLYLEUHYDROc,51,,,sink_gthrd(c),51,UGLT,25,PSDI17,51,TECA3SAI17,51,MQN8tex,37,THRD_L,51,UTPATPT,50,TPI,34,CHOLK,51,CYTK1,51,CA2tex,51,GLUR,24,HEPK1,51,TECA3SAI17,51,GTPCII,51,GALT1,51,RHAT1,51,RHAT1,51,RNDR3,51,TKT1,51,G3PD1,28,GALT,51,PLPS,51,SPMS,51,TDPDRRr,51,TDPDRE,51,3HAD80,51,,,SO4tex,51,PRATPP,51,3HAD60,51,ADK3,51,G1PACT,5,ILETA,23,PGPPAI17,51,PRAMPC,49,STCOATA,51,FBA3,51,THRAr,51,,,GAPD,50,GAPD,43,Coabc,51
69,CA2abcpp,51,DB4PS,51,PDX5PO2,51,,,NH4tbpp,49,ALAHIS1c,51,TMDS,32,GLYGLNabc,51,,,biomass345,51,UAGDP,25,PSSA180,51,TECA2SI17,51,GAPD,34,TKT1,51,RPI,46,FBA,34,GTHS,51,3OAS60,51,CAt4ipp,51,G5SDr,24,GMHEPAT,51,TECA3SI17,51,GMHEPAT,51,TMK,51,S7PIr,51,RHCCE,51,RPE,51,TKT2,51,G5SADs,24,ALAGLN1c,49,PMDPHT,51,SUCOAS,51,TDSK,51,TDPDRRr,51,3HAD60,51,,,TDSK,51,PRMICI,51,COBALTt5pp,51,ADK10,51,PGAMT,5,DHAD2,23,PGPPI17,51,PRATPP,49,PGPPI17,51,FE2abc,51,TRPt2r,51,,,PMPK,50,SUCOAS,41,Cuabc,51
70,BUTtex,51,Cuabcpp,51,PDX5PS,51,,,4HTHDS,49,CPPPGO2,51,TRDRr,19,GLYGLN1c,51,,,RZ5PP,51,PGAMT,25,PSSAAI17,51,PSDAI17,51,PGM,34,TKT2,51,ENO,40,GAPD,34,H2Ot,51,3OAS80,51,EAR80x,51,G5SADs,23,A5PISO,51,TECA4S,51,APRAUR,51,STYSGH,51,SO4t2pp,51,S7PIr,51,S7PIr,51,TMDK2,51,G5SDr,24,GLYLEUHYDROc,46,POR4,51,SUCRtex,51,PSSAI17,51,TDPGDH,51,3HAD40,51,,,GLYCtex,51,PSCVT,51,ASP1DC,51,ACCOAC,51,ASAD,4,ACHBPL,23,PGSA180,51,PGK,49,THRD,51,ADSL1r,51,TYRt2r,51,,,CBPS,50,GLYMET1c,37,FE3abc,51
71,BUTt2rpp,51,CU2tex,51,PERD,51,,,Htex,49,G5SADs,51,RNTR3,18,GLYASNabc,51,,,PSSAI17,51,GF6PTA,25,PSSAI17,51,TECA2SAI17,51,IPMDr,33,UACMAMAT,51,GAPD,40,PGK,34,GLUCYS,51,4HBZt2pp,51,CDOSKT,51,ILETA,23,CU2tex,51,IPPMIa,51,ACGAMtr2pp,51,STYSabcpp,51,SO4tex,51,SHSL1r,51,SDPDS,51,TMDPK,51,GLU5K,24,THRS,41,PPA,51,SUCptspp,51,TKT1,51,TDSK,51,3HAD140,51,,,ILEt2rpp,51,PSERT,51,3HAD40,51,3OAACPR2,51,ASPKi,4,THRS,19,PGSAAI17,51,NACtex,49,THRD_L,51,G3PCT,51,UACMAMAT,51,,,PGM,50,AMPTASECG,35,DEXTRINASE,51
72,BUTKr,51,COBALTt5pp,51,PMACPME,51,,,ENO,49,CHRPL,51,PRPPS,1,PGMT,46,,,PSSAAI17,51,G1PACT,25,DHFS,51,PSDI17,51,VALTA,33,UAG2E,51,PGK,40,RBP4E,25,GLYMETabc,51,4HBZtex,51,CLtex,51,THRD_L,23,COBALTt5pp,51,IPMDr,51,ACOATA,51,STYStex,51,GLCTR3,51,GLUPRT,51,SDPTA,51,TPI,51,P5CRyr,24,HSK,41,GMHEPK,51,SULabcpp,51,TMPK,51,THMabcpp,51,GLCTR2,51,,,GLN_Ltex,51,QULNS,51,ALAR,51,3OAACPR1,51,,,HSK,19,PGSAI17,51,H2Otpp,49,TMPK,51,ACGK,51,UAG2E,51,,,MOHMT,50,VALTA,30,DEXTRINabc,51
73,BTOHtex,51,COBALT2tex,51,PMDPHT,51,,,ADSS,49,CHORS,51,ACHBPL,1,PYDXK,45,,,PSSA180,51,PGMT,25,EAR4M6,51,PSSA180,51,ENO,33,UAG4E,51,PGM,40,RBK_L1,25,G5SDr,51,ACOATA,51,COBALT2tex,51,GLU5K,23,CLtex,51,ILETA,51,AGMHE,51,SUCR,51,HEPT2,51,GMHEPK,51,SER_Ltex,51,UDPGDr,51,ALAR,10,METALA1c,36,TDPGDH,51,TDPDRE,51,U23GAAT,51,THMtex,51,CU2tex,51,,,3HAD160,51,SHK3Dr,51,3OAS180,51,CYSt2rpp,51,,,GF6PTA,16,PPBNGS,51,ARGSS,49,TPI,51,FE3abc,51,UAG4E,51,,,CO2tex,50,UPPRT,29,FE2abc,51
74,BTOHt2rpp,51,CLPNH180,51,PNTK,51,,,TPI,45,CHORM,51,ADK3,1,ENO,37,,,PGCDr,51,TMDS,20,DASYNAI17,51,PSSAAI17,51,IPPMIb,32,UDPG4E,51,TPI,38,ARAI,25,ACOTA,50,ACtrpp,51,CU2tex,51,P5CRyr,23,CDOSKT,51,CHORS,51,AHC,51,TDCOATA,51,GLCTR1,51,GLCTR2,51,SHK3Dr,51,UGLT,51,GF6PTA,9,DHORTS,36,GLYCYStex,51,TDPDRRr,51,UAGAAT,51,TMK,51,AGMHE,51,,,Cuabcpp,51,RBFSa,51,ASPKi,49,CHORS,51,,,DAPE,8,PPPGO3,51,ATPPRT,49,TRSARr,51,ACOTA,51,UDCPDPS,51,,,H2Otpp,50,PHETA1,14,DHAD1,51
